reference	hypothesis	wer	wacc	plausibility	norm_plausibility	hallucination_like	hallucination_wacc_threshold	hallucination_plausibility_threshold	2gram_reps	3gram_reps	4gram_reps	detail_file	eval_config	perturbation	detail_row	reference_norm	hypothesis_norm	analysis_id	rank	best_train_corpus	best_train_source	best_tfidf_similarity	best_similarity_class	best_token_jaccard	best_hypothesis_token_coverage	best_train_row	best_train_path	best_train_sentence_id	best_train_text
modern traditions focus on sharing and social bonds	no interlaced encode is an error in trace performance	1.125	-0.125	0.0027	1.0	0	-0.5358	0.3623	0	0	0	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_full_noise_amp0.5_dur0.0.tsv	rr_64pct	full_noise_amp0.5_dur0.0	269	modern traditions focus on sharing and social bonds	no interlaced encode is an error in trace performance	2426	1	clean	/scratch/vemotionsys/rmfrieske/datasets/whisper_hallucination/base/train.tsv	0.2602321805544724	novel_or_generic	0.2	0.3333333333333333	117260	common_voice_en_23385990.mp3	0a3483297193862f7d2024a923b01f17714a8db18d163fd60933567b8daa6604	Changed words in recorded clips result also in an error.
the bridge remained closed for the next two years	the wind is coming straight from the north east east east south east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east this is the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the	24.7778	-23.7778	0.4545	1.0	1	-0.5358	0.3623	4	4	4	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_full_noise_amp0.5_dur0.0.tsv	rr_64pct	full_noise_amp0.5_dur0.0	277	the bridge remained closed for the next two years	the wind is coming straight from the north east east east south east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east east this is the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the number of the	2427	1	ru_64pct	/scratch/vemotionsys/rmfrieske/datasets/whisper_hallucination_64pct/ru/train.tsv	0.43398168929990244	novel_or_generic	0.1875	0.25	99550	common_voice_en_19737749.mp3	21ee83e8cea6a2887e6602bf6b2038bc3d04d56edd5302082165ac0b323e4131	The number of tagmata grew as well.
that every time we want to do something we ll just build more casinos	the second time was in january but the second time was in november	0.9286	0.0714	0.0231	1.0	0	-0.5358	0.3623	4	3	2	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_full_noise_amp0.5_dur0.0.tsv	rr_64pct	full_noise_amp0.5_dur0.0	281	that every time we want to do something we ll just build more casinos	the second time was in january but the second time was in november	2428	1	ru_64pct	/scratch/vemotionsys/rmfrieske/datasets/whisper_hallucination_64pct/ru/train.tsv	0.39292498760950756	novel_or_generic	0.2	0.375	95387	common_voice_en_19737749.mp3	21ee83e8cea6a2887e6602bf6b2038bc3d04d56edd5302082165ac0b323e4131	Klaus Riegert is Catholic and married for the second time.
alcoholics may also require treatment for other psychotropic drug addictions and drug dependences	the cave may have been a palace of honor for other ancient roman scholars but this is not the case here	1.3846	-0.3846	0.0162	1.0	0	-0.5358	0.3623	0	0	0	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_full_noise_amp0.5_dur0.0.tsv	rr_64pct	full_noise_amp0.5_dur0.0	282	alcoholics may also require treatment for other psychotropic drug addictions and drug dependences	the cave may have been a palace of honor for other ancient roman scholars but this is not the case here	2429	1	ru_64pct	/scratch/vemotionsys/rmfrieske/datasets/whisper_hallucination_64pct/ru/train.tsv	0.4711419190424282	weak_overlap	0.23809523809523808	0.25	71891	common_voice_en_27628422.mp3	b0741f2ad1b66c69958a5cf7e0c8b48ca2d2edc18750456d8329b128b3007607	However, this is not the case.
otters have interesting features	the other end has two gears in each gear	2.25	-1.25	0.0102	1.0	1	-0.5358	0.3623	0	0	0	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_full_noise_amp0.5_dur0.0.tsv	rr_64pct	full_noise_amp0.5_dur0.0	285	otters have interesting features	the other end has two gears in each gear	2430	1	ru_64pct	/scratch/vemotionsys/rmfrieske/datasets/whisper_hallucination_64pct/ru/train.tsv	0.36040853163765896	novel_or_generic	0.17647058823529413	0.3333333333333333	55369	common_voice_en_18981041.mp3	0b444921f88985b88286cb7e1ed54aeace96ece733df4a920353f5ccde8558f0	Reflections from the other end of the wire could lead to disturbances.
the tea was a little bit too hot	the chain elevation is two feet higher than that of the south sea	1.5	-0.5	0.009	0.4783	0	-0.5358	0.3623	0	0	0	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_full_noise_amp0.5_dur0.0.tsv	rr_64pct	full_noise_amp0.5_dur0.0	290	the tea was a little bit too hot	the chain elevation is two feet higher than that of the south sea	2431	1	ru_64pct	/scratch/vemotionsys/rmfrieske/datasets/whisper_hallucination_64pct/ru/train.tsv	0.3096231082318627	novel_or_generic	0.2631578947368421	0.4166666666666667	108367	common_voice_en_20838908.mp3	42f67d2f9bf74befb4d2ad3f4a3f0fa045e5852f895b89fdb79365623c37877a	The climate is cooler and more humid than that of the lowland forests.
the towerblock pictured is the south face of kestrel house on city road london	the power blocker trains the house teams while they equip house parts in each one of their names	1.0714	-0.0714	0.0012	0.364	0	-0.5358	0.3623	0	0	0	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_full_noise_amp0.5_dur0.0.tsv	rr_64pct	full_noise_amp0.5_dur0.0	299	the towerblock pictured is the south face of kestrel house on city road london	the power blocker trains the house teams while they equip house parts in each one of their names	2432	1	clean	/scratch/vemotionsys/rmfrieske/datasets/whisper_hallucination/base/train.tsv	0.2634772032469912	novel_or_generic	0.23809523809523808	0.3125	90948	common_voice_en_38270714.mp3	25c3535871f62211d30b9cf41d0e3e64e9ecdf00072fd4b1bd992613f032a022	All the schoolgirls repair to the house of one of their number.
however he never fully recovered from his wounds and died relatively early	the wind is blowing from the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side	18.75	-17.75	0.7473	1.0	1	-0.5358	0.3623	9	9	9	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_full_noise_amp0.5_dur0.0.tsv	rr_64pct	full_noise_amp0.5_dur0.0	303	however he never fully recovered from his wounds and died relatively early	the wind is blowing from the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side of the city center in the north east side	2433	1	clean	/scratch/vemotionsys/rmfrieske/datasets/whisper_hallucination/base/train.tsv	0.5122770831599076	weak_overlap	0.375	0.5	24954	common_voice_en_25262520.mp3	8ea0667e651a470879644a56abaed41c70be14d00b7bcfb494134127659b192e	The main bank is on the north-east side of the ditch.
his first trainers was vitaliy khmelnytskyi	he passed through this one in his memory	1.3333	-0.3333	0.0071	1.0	0	-0.5358	0.3623	0	0	0	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_full_noise_amp0.5_dur0.0.tsv	rr_64pct	full_noise_amp0.5_dur0.0	304	his first trainers was vitaliy khmelnytskyi	he passed through this one in his memory	2434	1	ru_64pct	/scratch/vemotionsys/rmfrieske/datasets/whisper_hallucination_64pct/ru/train.tsv	0.3268284692089465	novel_or_generic	0.17647058823529413	0.375	5505	common_voice_en_27249364.mp3	a65a4c322ab9032a887b237502bab1c06a088e424c1c815b7170a0e47b890ad3	Haughton High School also made a park, Joe Delaney Park, in his memory.
talk is a crucial link between parents and children	the song means a great show links the dream time to jesus	1.2222	-0.2222	0.0015	0.0883	0	-0.5358	0.3623	0	0	0	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_full_noise_amp0.5_dur0.0.tsv	rr_64pct	full_noise_amp0.5_dur0.0	305	talk is a crucial link between parents and children	the song means a great show links the dream time to jesus	2435	1	clean	/scratch/vemotionsys/rmfrieske/datasets/whisper_hallucination/base/train.tsv	0.37054807421936464	novel_or_generic	0.16666666666666666	0.18181818181818182	33208	common_voice_en_24360895.mp3	8017840de1e65a39dd9a405b37a44be0255914401ab1a89f2edf57af9b06532c	Sing to Jesus!
morse found fame relatively late in life	the north shore of the island is located in the sea east of the island of kyrgyzstan	2.2857	-1.2857	0.0342	1.0	1	-0.5358	0.3623	2	1	0	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_full_noise_amp0.5_dur0.0.tsv	rr_64pct	full_noise_amp0.5_dur0.0	306	morse found fame relatively late in life	the north shore of the island is located in the sea east of the island of kyrgyzstan	2436	1	ru_64pct	/scratch/vemotionsys/rmfrieske/datasets/whisper_hallucination_64pct/ru/train.tsv	0.5702314562001565	weak_overlap	0.38461538461538464	0.45454545454545453	85238	common_voice_en_20092666.mp3	2f4c2ea2b8b7cd23aba3feffdff35f70a23efb247097abfb178fd93b6954d7e1	The island is located in the Vembanad Lake.
arizona republican state senator karen johnson joined the protest in support	a minor republishment scheme later came from manager patrick smith of oz	1.0909	-0.0909	0.0007	0.3284	0	-0.5358	0.3623	0	0	0	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_full_noise_amp0.5_dur0.0.tsv	rr_64pct	full_noise_amp0.5_dur0.0	307	arizona republican state senator karen johnson joined the protest in support	a minor republishment scheme later came from manager patrick smith of oz	2437	1	ru_64pct	/scratch/vemotionsys/rmfrieske/datasets/whisper_hallucination_64pct/ru/train.tsv	0.2572954491714483	novel_or_generic	0.125	0.16666666666666666	84990	common_voice_en_20838908.mp3	42f67d2f9bf74befb4d2ad3f4a3f0fa045e5852f895b89fdb79365623c37877a	Antin himself later came out publicly.
finally the beatles began playing at the jac on occasions	in other words the future consumer may or may not accept these decisions	1.2	-0.2	0.0102	1.0	0	-0.5358	0.3623	0	0	0	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_full_noise_amp0.5_dur0.0.tsv	rr_64pct	full_noise_amp0.5_dur0.0	318	finally the beatles began playing at the jac on occasions	in other words the future consumer may or may not accept these decisions	2438	1	ru_64pct	/scratch/vemotionsys/rmfrieske/datasets/whisper_hallucination_64pct/ru/train.tsv	0.5388631840388124	weak_overlap	0.1875	0.25	61515	common_voice_en_28773572.mp3	bcfc48c19ac39fcb5578905214d088718fbd04f32ca61907ce6cdaa036dae7e4	Sweatshirts may or may not have a hood.
within those constraints there still exists some ambiguity	the unit is considered a single column column because of its length of expansion and expansion capacity	2.125	-1.125	0.0096	1.0	1	-0.5358	0.3623	0	0	0	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_full_noise_amp0.5_dur0.0.tsv	rr_64pct	full_noise_amp0.5_dur0.0	319	within those constraints there still exists some ambiguity	the unit is considered a single column column because of its length of expansion and expansion capacity	2439	1	ru_64pct	/scratch/vemotionsys/rmfrieske/datasets/whisper_hallucination_64pct/ru/train.tsv	0.26245635732363104	novel_or_generic	0.21052631578947367	0.2857142857142857	15812	common_voice_en_19506159.mp3	172b3fb00318bab93db9650d4b2975c498885b07f40fc26df4dc84ff409a210c	The unit is formed of two driving motor vehicles.
