analysis_id	detail_file	detail_row	eval_config	perturbation	reference	hypothesis	wer	wacc	norm_plausibility	hallucination_like	2gram_reps	3gram_reps	4gram_reps	reference_norm	hypothesis_norm
3451	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	869	rr_64pct	reverb_amp0.5_dur0.5	a basketball was too heavy while the basketball bladder was too light	a basketball was too heavy while the basketball bladder was too light	0.0	1.0	1.0	0	1	0	0	a basketball was too heavy while the basketball bladder was too light	a basketball was too heavy while the basketball bladder was too light
3452	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	883	rr_64pct	reverb_amp0.5_dur0.5	operation of the trunk line continued on wooden trestles	operation of the front line continued on the wooden trestles	0.2222	0.7778	1.0	1	0	0	0	operation of the trunk line continued on wooden trestles	operation of the front line continued on the wooden trestles
3453	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	884	rr_64pct	reverb_amp0.5_dur0.5	reading or not it s to you really	reading or not is to you really	0.25	0.75	1.0	1	0	0	0	reading or not it s to you really	reading or not is to you really
3454	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	916	rr_64pct	reverb_amp0.5_dur0.5	he claimed two wickets in england s only innings as border were beaten comprehensively	he claimed to win against england only in exasperation where beaten and beaten to death he made it to the final three	1.2857	-0.2857	1.0	1	0	0	0	he claimed two wickets in england s only innings as border were beaten comprehensively	he claimed to win against england only in exasperation where beaten and beaten to death he made it to the final three
3455	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	930	rr_64pct	reverb_amp0.5_dur0.5	the great rulers found the squeaky grate was grating on their nerves	the gridrons have a squeaky grid for gliding on their limbs	0.6667	0.3333	0.8884	1	0	0	0	the great rulers found the squeaky grate was grating on their nerves	the gridrons have a squeaky grid for gliding on their limbs
3456	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	932	rr_64pct	reverb_amp0.5_dur0.5	fuji dream airlines has its headquarters in makinohara	mujibree airways has its headquarters in makinuhara	0.5	0.5	1.0	1	0	0	0	fuji dream airlines has its headquarters in makinohara	mujibree airways has its headquarters in makinuhara
3457	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	938	rr_64pct	reverb_amp0.5_dur0.5	according to a medieval welsh triad afallach was the father of the goddess modron	according to the menial version reb abbas was the mother of his daughter	0.6429	0.3571	1.0	1	0	0	0	according to a medieval welsh triad afallach was the father of the goddess modron	according to the menial version reb abbas was the mother of his daughter
3458	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	940	rr_64pct	reverb_amp0.5_dur0.5	there are two types of coilovers full coilovers and slip on coilovers	there are two types of coil levers full coil levers and flip on coil levers	0.5833	0.4167	0.4061	0	1	0	0	there are two types of coilovers full coilovers and slip on coilovers	there are two types of coil levers full coil levers and flip on coil levers
3459	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	944	rr_64pct	reverb_amp0.5_dur0.5	tyger williams wrote the screenplay and shared story credit with the brothers	edgar williams wrote the screenplay and shared story credits with the public	0.25	0.75	1.0	1	0	0	0	tyger williams wrote the screenplay and shared story credit with the brothers	edgar williams wrote the screenplay and shared story credits with the public
3460	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	956	rr_64pct	reverb_amp0.5_dur0.5	the type and only species is sciroseps pawhuskai	the type and only species is cirrhoseps pachuchkei	0.25	0.75	1.0	1	0	0	0	the type and only species is sciroseps pawhuskai	the type and only species is cirrhoseps pachuchkei
3461	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	971	rr_64pct	reverb_amp0.5_dur0.5	turpin succeeded indira samarasekera who saw the university through a period of strong growth	turpin succeeded in deera samarasipkara who saw the university through a period of strong growth	0.2143	0.7857	0.9775	1	0	0	0	turpin succeeded indira samarasekera who saw the university through a period of strong growth	turpin succeeded in deera samarasipkara who saw the university through a period of strong growth
3462	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	973	rr_64pct	reverb_amp0.5_dur0.5	this failure has led to sixteen power plants having zero days of coal stock	this failure has led to sixteen powerplants having zero days of cold life	0.2857	0.7143	0.9013	1	0	0	0	this failure has led to sixteen power plants having zero days of coal stock	this failure has led to sixteen powerplants having zero days of cold life
3463	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	977	rr_64pct	reverb_amp0.5_dur0.5	i ve done this before with virtualbox with good results	i have done this before with personal box with good results	0.3	0.7	1.0	1	0	0	0	i ve done this before with virtualbox with good results	i have done this before with personal box with good results
3464	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	978	rr_64pct	reverb_amp0.5_dur0.5	he describes his mistress as having geranium scented breath and blond hair	he describes his mistress as having geranium scintillated rift and blonde hair	0.25	0.75	0.8374	1	0	0	0	he describes his mistress as having geranium scented breath and blond hair	he describes his mistress as having geranium scintillated rift and blonde hair
3465	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	989	rr_64pct	reverb_amp0.5_dur0.5	hope for the best and prepare for the worst	hope for the best and prepare for the worst	0.0	1.0	1.0	0	1	0	0	hope for the best and prepare for the worst	hope for the best and prepare for the worst
3466	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	991	rr_64pct	reverb_amp0.5_dur0.5	initially the weight loss was attained strictly by diet	initially the weight loss was sustained through a key fire	0.5556	0.4444	0.966	1	0	0	0	initially the weight loss was attained strictly by diet	initially the weight loss was sustained through a key fire
3467	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.5_dur0.5.tsv	998	rr_64pct	reverb_amp0.5_dur0.5	sinha was born in allahabad	shinha was born in allahaba	0.4	0.6	1.0	1	0	0	0	sinha was born in allahabad	shinha was born in allahaba
3468	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.8_dur0.5.tsv	12	rr_64pct	reverb_amp0.8_dur0.5	my mother has type two diabetes	the model has taken to the ibis	1.0	0.0	1.0	1	0	0	0	my mother has type two diabetes	the model has taken to the ibis
3469	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.8_dur0.5.tsv	24	rr_64pct	reverb_amp0.8_dur0.5	the electrician looked puzzled	the addition of parcels	0.75	0.25	0.9373	1	0	0	0	the electrician looked puzzled	the addition of parcels
3470	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.8_dur0.5.tsv	30	rr_64pct	reverb_amp0.8_dur0.5	it is a member theater of the union of the theatres of europe	it is a member theatre of the union of the theatres of europe	0.0769	0.9231	1.0	0	1	0	0	it is a member theater of the union of the theatres of europe	it is a member theatre of the union of the theatres of europe
3471	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.8_dur0.5.tsv	32	rr_64pct	reverb_amp0.8_dur0.5	watts was educated at haberdashers aske s hatcham girls school	ross was educated at hermldyshire s ushkes chumbaw school	0.5	0.5	0.9194	1	0	0	0	watts was educated at haberdashers aske s hatcham girls school	ross was educated at hermldyshire s ushkes chumbaw school
3472	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.8_dur0.5.tsv	33	rr_64pct	reverb_amp0.8_dur0.5	cristiano ronaldo has won twenty four trophies in his career	its imperial underbuild has been modelled to be of important content in physical approach	1.2	-0.2	0.2043	0	0	0	0	cristiano ronaldo has won twenty four trophies in his career	its imperial underbuild has been modelled to be of important content in physical approach
3473	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.8_dur0.5.tsv	50	rr_64pct	reverb_amp0.8_dur0.5	rapidan campaign may june	lamb campaign major	0.75	0.25	0.9715	1	0	0	0	rapidan campaign may june	lamb campaign major
3474	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.8_dur0.5.tsv	64	rr_64pct	reverb_amp0.8_dur0.5	since their inception harris has been the band s principal composer and lyricist	you don t need to sit close to me can you open your head	1.0769	-0.0769	1.0	1	0	0	0	since their inception harris has been the band s principal composer and lyricist	you don t need to sit close to me can you open your head
3475	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.8_dur0.5.tsv	70	rr_64pct	reverb_amp0.8_dur0.5	in this phase the party was based in eastern norway	in this way as the path was based in eastern norway	0.3	0.7	1.0	1	0	0	0	in this phase the party was based in eastern norway	in this way as the path was based in eastern norway
3476	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.8_dur0.5.tsv	73	rr_64pct	reverb_amp0.8_dur0.5	karina smirnoff of dancing with the stars hosted the following month	karina s full love of dancing with the stars lasted the following month	0.3636	0.6364	1.0	1	0	0	0	karina smirnoff of dancing with the stars hosted the following month	karina s full love of dancing with the stars lasted the following month
3477	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.8_dur0.5.tsv	85	rr_64pct	reverb_amp0.8_dur0.5	in spite of this i still believed that there were men in mars	in spite of this i still believe that there were many animals	0.3077	0.6923	1.0	1	0	0	0	in spite of this i still believed that there were men in mars	in spite of this i still believe that there were many animals
3478	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.8_dur0.5.tsv	87	rr_64pct	reverb_amp0.8_dur0.5	i pointed out mars a bright dot of light	a quintet of mars a bright dot of light	0.3333	0.6667	1.0	1	0	0	0	i pointed out mars a bright dot of light	a quintet of mars a bright dot of light
3479	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.8_dur0.5.tsv	89	rr_64pct	reverb_amp0.8_dur0.5	the state plans to re work those curves to improve safety	the state tends to reward those groups to improve safety	0.3636	0.6364	1.0	1	0	0	0	the state plans to re work those curves to improve safety	the state tends to reward those groups to improve safety
3480	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.8_dur0.5.tsv	93	rr_64pct	reverb_amp0.8_dur0.5	she is married to the rapper and playwright baba brinkman	she is married to the latter and they write about the brinkman	0.5	0.5	1.0	1	0	0	0	she is married to the rapper and playwright baba brinkman	she is married to the latter and they write about the brinkman
3481	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.8_dur0.5.tsv	105	rr_64pct	reverb_amp0.8_dur0.5	lion rock is located north west of wong tai sin	laiyu rock is located northwest of wong tai singh	0.4	0.6	1.0	1	0	0	0	lion rock is located north west of wong tai sin	laiyu rock is located northwest of wong tai singh
3482	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.8_dur0.5.tsv	116	rr_64pct	reverb_amp0.8_dur0.5	the wind told me that you know about love the boy said to the sun	lynn told me that you know rafa the boy said to his son	0.4	0.6	0.9551	1	0	0	0	the wind told me that you know about love the boy said to the sun	lynn told me that you know rafa the boy said to his son
3483	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.8_dur0.5.tsv	118	rr_64pct	reverb_amp0.8_dur0.5	geils began playing jazz trumpet but eventually switched to blues guitar	he played guitar playing gas trumpet but eventually switched to blues guitar	0.3636	0.6364	0.7636	1	0	0	0	geils began playing jazz trumpet but eventually switched to blues guitar	he played guitar playing gas trumpet but eventually switched to blues guitar
3484	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.8_dur0.5.tsv	126	rr_64pct	reverb_amp0.8_dur0.5	the creeks refused	the greeks refused	0.3333	0.6667	1.0	1	0	0	0	the creeks refused	the greeks refused
3485	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.8_dur0.5.tsv	134	rr_64pct	reverb_amp0.8_dur0.5	only john wayne himself surpassed mcgrath in scenes in this movie	only john edward fast acted in this movie	0.5455	0.4545	0.798	1	0	0	0	only john wayne himself surpassed mcgrath in scenes in this movie	only john edward fast acted in this movie
3486	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.8_dur0.5.tsv	141	rr_64pct	reverb_amp0.8_dur0.5	hertz s daughters never married and he has no descendants	ross is of junior level origin and he has no descendants	0.6	0.4	1.0	1	0	0	0	hertz s daughters never married and he has no descendants	ross is of junior level origin and he has no descendants
3487	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.8_dur0.5.tsv	143	rr_64pct	reverb_amp0.8_dur0.5	thai dancers happily going through their steps in unison	all young people having gone through a stress in age	0.8889	0.1111	1.0	1	0	0	0	thai dancers happily going through their steps in unison	all young people having gone through a stress in age
3488	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.8_dur0.5.tsv	146	rr_64pct	reverb_amp0.8_dur0.5	i m so glad to see you	it s so nice to see you	0.4286	0.5714	1.0	1	0	0	0	i m so glad to see you	it s so nice to see you
3489	/scratch/vemotionsys/rmfrieske/whisper_hallucination/stress_eval_64pct/details_rr_64pct_reverb_amp0.8_dur0.5.tsv	153	rr_64pct	reverb_amp0.8_dur0.5	luckily the dagger couldn t penetrate the bullet proof vest	luckily the data couldn t penetrate the bulletproof vest	0.3	0.7	1.0	1	0	0	0	luckily the dagger couldn t penetrate the bullet proof vest	luckily the data couldn t penetrate the bulletproof vest
